piece1,piece2,exactotc_cost,entropicotc_cost
bach-book1-fugue24-bminor,bach-invention2part-no13-aminor,0.00245856065431819,0.00316677774228781
bach-book1-fugue24-bminor,bach-invention2part-no4-dminor,0.0114409686490092,0.0123768054020706
bach-book1-fugue24-bminor,bach-prelude-in-cm-piano-cmajor,0.0279968901141784,0.0293894638846215
bach-book1-fugue24-bminor,beethoven-fur-elise-aminor,0.0117929711545597,0.0122862043995292
bach-book1-fugue24-bminor,beethoven-minuet-in-G-gmajor,0.00650316939998099,0.00705998240226761
bach-book1-fugue24-bminor,beethoven-moonlight-movement1-csharpminor,0.0259147352813637,0.0263381405454456
bach-book1-fugue24-bminor,beethoven-piano-sonata-pathetique-2-cminor,0.0410126060426779,0.0415857807945646
bach-book1-fugue24-bminor,beethoven-symphony7-2-liszt-piano-aminor,0.00240632236379797,0.00278827449516285
bach-book1-fugue24-bminor,beethoven-symphony9-4-ode-to-joy-piano-solo-dminor,0.0377354729717598,0.038225306232235
bach-book1-fugue24-bminor,beethoven-violin-sonata1-1-piano-fminor,3.33075273871512e-05,0.000365507342280228
bach-book1-fugue24-bminor,chopin-Waltz-op64-no2-csharpminor,0.0782052157927506,0.078734626049583
bach-book1-fugue24-bminor,chopin-etude-op10-no4-csharpminor,0,0
bach-book1-fugue24-bminor,chopin-minute-waltz-csharpmajor,0.0330147755790889,0.0341700173625129
bach-book1-fugue24-bminor,chopin-nocturne-no20-csharpminor,0.000739127511702468,0.00121028475300861
bach-book1-fugue24-bminor,chopin-nocturne-op9-no2-dsharpmajor,0.0266860737889448,0.0268449346515329
bach-book1-fugue24-bminor,chopin-piano-sonata-2-op35-3-funeral-march-asharpminor,0.0221356946414455,0.0226089659015875
bach-book1-fugue24-bminor,chopin-prelude04-eminor,0.028782819951918,0.0289184195614549
bach-book1-fugue24-bminor,chopin-prelude06-bminor,0.0384106782104421,0.0388607923490932
bach-book1-fugue24-bminor,chopin-prelude07-amajor,0.0322125376470417,0.0329239791886171
bach-book1-fugue24-bminor,chopin-prelude15-csharpmajor,0.181117855891516,0.181563925550493
bach-book1-fugue24-bminor,chopin-prelude20-cminor,0.00805311149691195,0.00846438920610718
bach-book1-fugue24-bminor,chopin-waltz-op18-grande-brillante-dsharpmajor,0.0527252525751129,0.0534790935727631
bach-book1-fugue24-bminor,mozart-alla-turca-amajor,0.00871621548557876,0.00954347546538162
bach-book1-fugue24-bminor,mozart-horn-concerto4-3-rondo-dsharpmajor,0.040776789990262,0.0410294684775944
bach-book1-fugue24-bminor,mozart-minuet-and-trio-k1-gmajor,0.0207743145585949,0.0211726018964972
bach-book1-fugue24-bminor,mozart-minuet-k2-fmajor,0.039809036240602,0.0399877804688096
bach-book1-fugue24-bminor,mozart-osterreichische-bundeshymne-dsharpmajor,0.0328470936934073,0.0332334191997027
bach-book1-fugue24-bminor,mozart-piano-concerto-21-2-piano-solo-cmajor,0.0239693836833725,0.026355788451198
bach-book1-fugue24-bminor,mozart-piano-sonata-k333-movement1-asharpmajor,5.32169874085633e-05,0.000223905606118474
bach-book1-fugue24-bminor,mozart-sonata-in-cmajor,0.0313473016215624,0.0319513574411435
bach-book1-fugue24-bminor,mozart-symphony40-1-piano-solo-gminor,4.83711322301561e-06,0.00010851911747668
bach-book1-fugue24-bminor,sor-op31-no3-dmajor,0.0427480736912788,0.043288382106779
bach-book1-fugue24-bminor,sor-op31-no6-eminor,0.033408074124982,0.0339399910551696
bach-book1-fugue24-bminor,sor-op31-no7-emajor,0.0340393799304729,0.0343446349474555
bach-book1-fugue24-bminor,sor-op32-no3-dmajor,0.0386655401201854,0.03899594833599
bach-book1-fugue24-bminor,sor-op35-no1-cmajor,0.0351492956698879,0.035474279351819
bach-book1-fugue24-bminor,sor-op35-no2-cmajor,0.0381929387133058,0.0385809265119087
bach-book1-fugue24-bminor,sor-op60-no1-cmajor,0.0412621681602068,0.0416372383525514
bach-book1-prelude01-cmajor,bach-book1-prelude02-cminor,0.0422957278902882,0.0424625254036123
bach-book1-prelude01-cmajor,bach-book1-prelude03-csharpmajor,0.0457179706414467,0.0465910553707353
bach-book1-prelude01-cmajor,bach-book1-prelude06-dminor,0.0400875619212533,0.0410677084030859
bach-book1-prelude01-cmajor,bach-book1-prelude14-fsharpminor,0.0450204692787018,0.0457704435208799
bach-book1-prelude01-cmajor,bach-book1-prelude24-bminor,0.0456529310105862,0.0464552355557539
